"http://bits.blogs.nytimes.com/2013/04/07/how-deal-makers-put-a-value-on-start-ups-disruptions/";"New York Times";04/07/13;"How Deal Makers Put a Value on Start-Ups";"sirer,eyal";"IC3";"feature"
"http://tech.slashdot.org/story/13/06/20/1747249/cornell-researchers-unveil-a-virtual-notary";"Slashdot";06/20/13;"Cornell Researchers Unveil a Virtual Notary";"sirer,eyal";"IC3";
"http://money.cnn.com/2013/11/04/technology/bitcoin-flaw/";"CNN";11/04/13;"Bitcoin flaw could let group take control of currency";"sirer,eyal";"IC3";"feature"
"http://www.businessinsider.com/researchers-say-bitcoin-is-broken-and-could-collapse-2013-11";"Business Insider";11/04/13;"Researchers Say 'Bitcoin Is Broken' And Could Collapse";"sirer,eyal";"IC3";
"https://bitcoinmagazine.com/articles/selfish-mining-a-25-attack-against-the-bitcoin-network-1383578440";"Bitcoin Magazine";11/04/13;"Selfish Mining: A 25% Attack Against the Bitcoin Network";"sirer,eyal";"IC3";
"http://www.bbc.com/news/technology-24818975";"BBC";11/05/13;"Bitcoin at risk of network attack, say researchers";"sirer,eyal";"IC3";"feature"
"https://www.washingtonpost.com/news/the-switch/wp/2013/11/07/no-bitcoin-isnt-broken/";"Washington Post";11/07/13;"No, Bitcoin Isn't Broken";"sirer,eyal";"IC3";"feature"
"https://motherboard.vice.com/blog/bitcoin-isnt-broken-despite-a-potential-flaw";"Vice";11/07/13;"Bitcoin Isn’t Broken, Despite a Potential Flaw";"sirer,eyal";"IC3";"feature"
"https://www.technologyreview.com/s/521521/bitcoin-vulnerability-could-allow-malicious-miners-to-seize-control/";"MIT Technology Review";11/08/13;"Bitcoin Vulnerability Could Allow Malicious Miners to Seize Control";"sirer,eyal";"IC3";"feature"
"http://www.pcadvisor.co.uk/feature/internet/why-bitcoin-is-more-valuable-popular-than-ever-3494859/";"PC Advisor";12/23/13;"The rise of Bitcoin and why you can't mine your own Bitcoins";"sirer,eyal";"IC3";
"http://www.motherjones.com/kevin-drum/2014/02/wait-second-i-thought-bitcoins-were-unstealable";"Mother Jones";02/28/14;"Wait a Second. I Thought Bitcoins Were Unstealable?";"sirer,eyal";"IC3";"feature"
"http://www.coindesk.com/blockchain-addresses-security-debacle-need-better/";"CoinDesk";03/03/14;"Are Bitcoin exchanges just Nigerian scam emails for gullible nerds?";"sirer,eyal";"IC3";
